;contratto;zona;tipologia;superficie;locali;piano;tipo proprietà;prezzo;spese condominio;spese aggiuntive;anno di costruzione;stato;riscaldamento;climatizzazione;certificazione energetica;posti auto;spese riscaldamento;climatizzatore;classe energetica;link annuncio
56;Affitto;aurora;Parziale proprietà, classe immobile media;70;3;1°;Intera proprietà;650;30;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80535629/
57;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;400;50;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80543463/
58;Affitto;aurora;Parziale proprietà, classe immobile media;120;4;3°;Intera proprietà;234;100;;1920.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80535011/
59;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;4°;Intera proprietà;300;90;;1940.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80540559/
60;Affitto;aurora;Parziale proprietà, classe immobile media;60;1;1°;Intera proprietà;550;65;;1920.0;ottimo/ristrutturato;autonomo;;;;;autonomo;C ;https://www.immobiliare.it/annunci/80534689/
61;Affitto;aurora;Parziale proprietà, classe immobile media;70;2;4°;Intera proprietà;500;50;;;buono/abitabile;centralizzato;;;;;None;A4;https://www.immobiliare.it/annunci/80501128/
62;Affitto;aurora;Parziale proprietà, classe immobile media;15;4;2°;Parziale proprietà;300;;;;ottimo/ristrutturato;;;;;;None;;https://www.immobiliare.it/annunci/80535097/
63;Affitto;aurora;Parziale proprietà, classe immobile media;46;1;1°;Intera proprietà;500;30;;;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80513879/
64;Affitto;aurora;Parziale proprietà, classe immobile media;45;1;4°;Intera proprietà;450;110;;1960.0;ottimo/ristrutturato;autonomo;;;;;autonomo;A2;https://www.immobiliare.it/annunci/80510985/
65;Affitto;aurora;Parziale proprietà, classe immobile media;32;1;2°;Intera proprietà;400;50;;1870.0;ottimo/ristrutturato;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/80492792/
66;Affitto;aurora;Parziale proprietà, classe immobile media;55;2;4°;Intera proprietà;420;30;;1900.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80498424/
67;Affitto;aurora;Parziale proprietà, classe immobile media;45;3;Piano;Intera proprietà;400;100;;1950.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80499584/
68;Affitto;aurora;Parziale proprietà, classe immobile media;70;3;1°;Intera proprietà;550;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80498540/
69;Affitto;aurora;Parziale proprietà, classe immobile media;80;3;3°;Intera proprietà;460;50;;1957.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80476781/
70;Affitto;aurora;Parziale proprietà, classe immobile media;55;2;5°;Intera proprietà;600;;;1940.0;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80463775/
71;Affitto;aurora;Parziale proprietà, classe immobile media;55;2;4°;Intera proprietà;500;65;;1950.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80472821/
72;Affitto;aurora;Parziale proprietà, classe immobile media;75;3;3°;Intera proprietà;500;;;1950.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80446055/
73;Affitto;aurora;Parziale proprietà, classe immobile media;35;1;Piano;Intera proprietà;250;;;1960.0;ottimo/ristrutturato;centralizzato;;;;;centralizzato;F ;https://www.immobiliare.it/annunci/80441313/
74;Affitto;aurora;Parziale proprietà, classe immobile media;25;1;4°;Intera proprietà;350;20;;1930.0;buono/abitabile;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/80417765/
75;Affitto;aurora;Parziale proprietà, classe immobile media;35;1;Piano;Intera proprietà;330;20;;1900.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80425607/
76;Affitto;aurora;Parziale proprietà, classe immobile media;150;4;4°;Intera proprietà;2500;230;;2010.0;ottimo/ristrutturato;centralizzato;;;;;centralizzato;A+;https://www.immobiliare.it/annunci/80417255/
77;Affitto;aurora;Parziale proprietà, classe immobile media;30;1;3°;Intera proprietà;350;30;;;buono/abitabile;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/79015327/
78;Affitto;aurora;Parziale proprietà, classe immobile media;30;1;4°;Intera proprietà;300;10;;;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80381413/
79;Affitto;aurora;Parziale proprietà, classe immobile media;41;2;3°;Intera proprietà;300;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80394465/
80;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;1°;;450;60;;;;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80393521/
81;Affitto;aurora;Parziale proprietà, classe immobile media;60;3;1°;Intera proprietà;800;50;;1938.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80384723/
82;Affitto;aurora;Parziale proprietà, classe immobile media;16;1;Piano;Intera proprietà;350;120;;;ottimo/ristrutturato;autonomo;;;;;autonomo;G ;https://www.immobiliare.it/annunci/80372977/
83;Affitto;aurora;Parziale proprietà, classe immobile media;72;3;3°;Intera proprietà;450;;;1960.0;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80368163/
84;Affitto;aurora;Parziale proprietà, classe immobile media;90;4;6°;Intera proprietà;690;108;;2001.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80354819/
85;Affitto;aurora;Parziale proprietà, classe immobile media;40;2;1°;Intera proprietà;400;50;;1920.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80336965/
86;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;2°;Intera proprietà;380;35;;1940.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80335359/
87;Affitto;aurora;Parziale proprietà, classe immobile media;26;1;3°;Intera proprietà;300;26;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80338647/
88;Affitto;aurora;Parziale proprietà, classe immobile media;49;2;da;Classe immobile signorile;500;65;;2013.0;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/80310153/
89;Affitto;aurora;Parziale proprietà, classe immobile media;40;1;2°;Intera proprietà;550;100;;2018.0;ottimo/ristrutturato;centralizzato;;;;;centralizzato;B ;https://www.immobiliare.it/annunci/80290569/
90;Affitto;aurora;Parziale proprietà, classe immobile media;72;4;2°;;890;100;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/66863771/
91;Affitto;aurora;Parziale proprietà, classe immobile media;65;3;3°;Intera proprietà;600;50;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80272857/
92;Affitto;aurora;Parziale proprietà, classe immobile media;35;1;1°;;400;;;;;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80244551/
93;Affitto;aurora;Parziale proprietà, classe immobile media;70;3;4°;Intera proprietà;300;;;1940.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80238087/
94;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;4°;Intera proprietà;490;;;2010.0;ottimo/ristrutturato;centralizzato;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80216263/
95;Affitto;aurora;Parziale proprietà, classe immobile media;18;3;7°;Parziale proprietà;300;70;;1940.0;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80220653/
96;Affitto;aurora;Parziale proprietà, classe immobile media;53;2;6°;Intera proprietà;500;50;;1950.0;nuovo/incostruzione;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/80202969/
97;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;5°;Classe immobile media;450;60;;;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80155513/
98;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;370;50;;1978.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80150195/
99;Affitto;aurora;Parziale proprietà, classe immobile media;106;3;3°;Intera proprietà;300;30;;;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80105369/
100;Affitto;aurora;Parziale proprietà, classe immobile media;75;3;4°;Intera proprietà;557;50;;;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80132845/
101;Affitto;aurora;Parziale proprietà, classe immobile media;25;1;4°;Intera proprietà;300;30;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80103841/
102;Affitto;aurora;Parziale proprietà, classe immobile media;60;2;Piano;Classe immobile media;400;;;1950.0;buono/abitabile;centralizzato;;;;;None;B ;https://www.immobiliare.it/annunci/80112549/
103;Affitto;aurora;Parziale proprietà, classe immobile media;70;3;3°;Intera proprietà;400;100;;;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80100837/
104;Affitto;aurora;Parziale proprietà, classe immobile media;65;2;7°;Parziale proprietà;600;;;;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80041235/
105;Affitto;aurora;Parziale proprietà, classe immobile media;55;2;Su;Intera proprietà;420;100;;1900.0;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80027105/
106;Affitto;aurora;Parziale proprietà, classe immobile media;55;2;3°;Intera proprietà;500;50;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80026989/
107;Affitto;aurora;Parziale proprietà, classe immobile media;40;2;da;Intera proprietà;450;50;;1920.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/79972813/
108;Affitto;aurora;Parziale proprietà, classe immobile media;75;3;2°;Intera proprietà;490;80;;;buono/abitabile;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/79903731/
109;Affitto;aurora;Parziale proprietà, classe immobile media;55;2;6°;Intera proprietà;350;110;;;buono/abitabile;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/79829489/
110;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;4°;Intera proprietà;480;50;;;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/79822951/
111;Affitto;aurora;Parziale proprietà, classe immobile media;22;1;2°;Intera proprietà;350;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/79669745/
112;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;7°;Intera proprietà;400;70;;;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/79620679/
113;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;5°;Intera proprietà;400;;;;ottimo/ristrutturato;centralizzato;;;;;None;A+;https://www.immobiliare.it/annunci/79657063/
114;Affitto;aurora;Parziale proprietà, classe immobile media;27;2;1°;Intera proprietà;430;20;;;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/79602719/
115;Affitto;aurora;Parziale proprietà, classe immobile media;30;2;2°;Intera proprietà;330;30;;;ottimo/ristrutturato;autonomo;;;;;None;A+;https://www.immobiliare.it/annunci/79608977/
116;Affitto;aurora;Parziale proprietà, classe immobile media;30;2;3°;Intera proprietà;370;;;;ottimo/ristrutturato;autonomo;;;;;None;A ;https://www.immobiliare.it/annunci/79610923/
117;Affitto;aurora;Parziale proprietà, classe immobile media;76;3;8°;Intera proprietà;700;83;;1960.0;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/79590487/
118;Affitto;aurora;Parziale proprietà, classe immobile media;65;3;4°;Intera proprietà;420;85;;1940.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/79518049/
119;Affitto;aurora;Parziale proprietà, classe immobile media;71;2;4°;Intera proprietà;600;60;;1940.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/79466917/
120;Affitto;aurora;Parziale proprietà, classe immobile media;66;2;4°;Intera proprietà;600;60;;1940.0;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/79466693/
121;Affitto;aurora;Parziale proprietà, classe immobile media;60;2;Ultimo;Intera proprietà;550;50;;1965.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/79367239/
122;Affitto;aurora;Parziale proprietà, classe immobile media;73;3;4°;Classe immobile media;400;160;;1940.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/79316893/
123;Affitto;aurora;Parziale proprietà, classe immobile media;60;2;3°;Intera proprietà;350;35;;1900.0;buono/abitabile;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/79266755/
124;Affitto;aurora;Parziale proprietà, classe immobile media;40;2;1°;Intera proprietà;600;50;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/72191906/
125;Affitto;aurora;Parziale proprietà, classe immobile media;70;3;3°;Intera proprietà;750;55;;1940.0;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/78997665/
126;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;2°;Intera proprietà;400;200;;1920.0;ottimo/ristrutturato;autonomo;;;;;autonomo;E ;https://www.immobiliare.it/annunci/79001603/
127;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;580;70;;1880.0;ottimo/ristrutturato;autonomo;;;;;autonomo;C ;https://www.immobiliare.it/annunci/78977931/
128;Affitto;aurora;Parziale proprietà, classe immobile media;60;2;4°;Intera proprietà;430;70;;2002.0;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/78673475/
129;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;3°;Intera proprietà;490;50;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/78668569/
130;Affitto;aurora;Parziale proprietà, classe immobile media;49;2;2°;Intera proprietà;380;40;;1973.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/78531467/
131;Affitto;aurora;Parziale proprietà, classe immobile media;25;1;1°;Intera proprietà;350;30;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/78516621/
132;Affitto;aurora;Parziale proprietà, classe immobile media;60;2;5°;Intera proprietà;600;50;;;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/78506407/
133;Affitto;aurora;Parziale proprietà, classe immobile media;65;3;2°;Intera proprietà;600;50;;1929.0;buono/abitabile;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/78499087/
134;Affitto;aurora;Parziale proprietà, classe immobile media;85;3;2°;Intera proprietà;450;50;;;;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/78400515/
135;Affitto;aurora;Parziale proprietà, classe immobile media;30;1;3°;Intera proprietà;250;90;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/77754792/
136;Affitto;aurora;Parziale proprietà, classe immobile media;30;1;3°;Intera proprietà;350;;;1920.0;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/77729854/
137;Affitto;aurora;Parziale proprietà, classe immobile media;30;1;Piano;Intera proprietà;230;90;;2017.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/77722888/
138;Affitto;aurora;Parziale proprietà, classe immobile media;40;2;1°;Intera proprietà;450;35;;;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/77514620/
139;Affitto;aurora;Parziale proprietà, classe immobile media;80 | commerciale 85;3;da;Intera proprietà;450;50;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/77495846/
140;Affitto;aurora;Parziale proprietà, classe immobile media;45;1;2°;Intera proprietà;430;25;;;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/77295076/
141;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;3°;Intera proprietà;330;50;;;;autonomo;;;;;None;;https://www.immobiliare.it/annunci/76956004/
142;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;1°;Intera proprietà;510;90;;;;;;;;;None;G ;https://www.immobiliare.it/annunci/76775610/
143;Affitto;aurora;Parziale proprietà, classe immobile media;96;4;3°;Intera proprietà;1000;100;;;buono/abitabile;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/76760920/
144;Affitto;aurora;Parziale proprietà, classe immobile media;48;2;2°;Intera proprietà;450;50;;1940.0;buono/abitabile;autonomo;;;;;autonomo;F ;https://www.immobiliare.it/annunci/76407122/
145;Affitto;aurora;Parziale proprietà, classe immobile media;70;3;Ultimo;Intera proprietà;400;100;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/76378614/
146;Affitto;aurora;Parziale proprietà, classe immobile media;40;2;2°;Intera proprietà;400;20;;1940.0;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/76230856/
147;Affitto;aurora;Parziale proprietà, classe immobile media;20;3;Piano;Intera proprietà;225;25;;1960.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/76065308/
148;Affitto;aurora;Parziale proprietà, classe immobile media;60;2;4°;Intera proprietà;300;50;;;ottimo/ristrutturato;centralizzato;;;;;None;B ;https://www.immobiliare.it/annunci/75531422/
149;Affitto;aurora;Parziale proprietà, classe immobile media;80;4;Piano;Intera proprietà;440;60;;;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/75310164/
150;Affitto;aurora;Parziale proprietà, classe immobile media;55;2;3°;Intera proprietà;450;100;;1950.0;ottimo/ristrutturato;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/75087632/
151;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;4°;Intera proprietà;550;40;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/75047846/
152;Affitto;aurora;Parziale proprietà, classe immobile media;65;2;Ultimo;Intera proprietà;550;50;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/75023042/
153;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;3°;Intera proprietà;370;30;;1940.0;buono/abitabile;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/74985526/
154;Affitto;aurora;Parziale proprietà, classe immobile media;75;3;2°;Intera proprietà;550;90;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/74581162/
155;Affitto;aurora;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;450;50;;1940.0;ottimo/ristrutturato;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/74481876/
156;Affitto;aurora;Parziale proprietà, classe immobile media;60;3;3°;Intera proprietà;320;30;;1900.0;buono/abitabile;autonomo;;;;;None;;https://www.immobiliare.it/annunci/74238438/
157;Affitto;aurora;Parziale proprietà, classe immobile media;77 | commerciale 79;3;da;Intera proprietà;700;50;;1912.0;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/73902888/
158;Affitto;aurora;Parziale proprietà, classe immobile media;20;1;;Intera proprietà;300;25;;1970.0;;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/73433232/
159;Affitto;aurora;Parziale proprietà, classe immobile media;43;2;4°;;450;100;;2009.0;;centralizzato;;;;;centralizzato;B ;https://www.immobiliare.it/annunci/72991382/
160;Affitto;aurora;Parziale proprietà, classe immobile media;45;2;1°;Intera proprietà;400;50;;1920.0;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/72150216/
161;Affitto;aurora;Parziale proprietà, classe immobile media;100;3;1°;Intera proprietà;790;;;;ottimo/ristrutturato;autonomo;;;;;None;A2;https://www.immobiliare.it/annunci/71800320/
162;Affitto;aurora;Parziale proprietà, classe immobile media;70;3;4°;Intera proprietà;500;70;;1935.0;ottimo/ristrutturato;centralizzato;;;;;None;F ;https://www.immobiliare.it/annunci/71166874/
163;Affitto;aurora;Parziale proprietà, classe immobile media;40;2;2°;Intera proprietà;430;50;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/69629692/
164;Affitto;aurora;Parziale proprietà, classe immobile media;60;2;6°;Intera proprietà;550;65;;1970.0;ottimo/ristrutturato;centralizzato;;;;;None;C ;https://www.immobiliare.it/annunci/65743881/
165;Affitto;aurora;Parziale proprietà, classe immobile media;57;2;1°;;800;70;;2009.0;nuovo/incostruzione;centralizzato;;;;;centralizzato;B ;https://www.immobiliare.it/annunci/65615223/
166;Affitto;aurora;Parziale proprietà, classe immobile media;40;2;3°;Intera proprietà;450;;;1900.0;ottimo/ristrutturato;autonomo;;;;;autonomo;;https://www.immobiliare.it/annunci/65290642/
167;Affitto;aurora;Parziale proprietà, classe immobile media;1.000;5;Su;Intera proprietà;Prezzo su richiesta;;;1900.0;ottimo/ristrutturato;autonomo;;;;;autonomo;F ;https://www.immobiliare.it/annunci/64327898/
168;Affitto;aurora;Parziale proprietà, classe immobile media;160;5;;Intera proprietà;1500;200;;2008.0;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/61741242/
169;Affitto;aurora;Parziale proprietà, classe immobile media;40;1;Ultimo;Intera proprietà;350;;;1900.0;ottimo/ristrutturato;autonomo;;;;;autonomo;;https://www.immobiliare.it/annunci/58116414/
170;Affitto;aurora;Parziale proprietà, classe immobile media;65;4;5°;Intera proprietà;600;;;2012.0;buono/abitabile;centralizzato;;;;;None;B ;https://www.immobiliare.it/annunci/56621716/
171;Affitto;aurora;Parziale proprietà, classe immobile media;30;1;3°;Intera proprietà;320;30;;;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/47387105/
172;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;85;4;Ultimo;Intera proprietà;550;83;;1990.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80861217/
173;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;80;3;3°;Intera proprietà;530;70;;1957.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80828587/
174;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;60;2;2°;Intera proprietà;420;60;;;ottimo/ristrutturato;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80790759/
175;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;105;3;9°;Intera proprietà;700;150;;;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80743349/
176;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;60;2;2°;Intera proprietà;365;45;;;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80763141/
177;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;40;2;2°;Intera proprietà;330;;;;ottimo/ristrutturato;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80742479/
178;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;31;1;2°;Intera proprietà;330;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80710989/
179;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;45;2;1°;Intera proprietà;340;60;;1930.0;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80715645/
180;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;380;50;;;ottimo/ristrutturato;autonomo;;;;;None;;https://www.immobiliare.it/annunci/80690937/
181;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;41;2;1°;Intera proprietà;465;;;;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80523961/
182;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;50;2;3°;Intera proprietà;400;50;;1950.0;ottimo/ristrutturato;autonomo;;;;;autonomo;E ;https://www.immobiliare.it/annunci/80632259/
183;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;40;2;2°;Intera proprietà;360;40;;;ottimo/ristrutturato;autonomo;;;;;None;G ;https://www.immobiliare.it/annunci/80610823/
184;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;50;2;5°;;350;50;;;buono/abitabile;centralizzato;;;;;None;G ;https://www.immobiliare.it/annunci/80603081/
185;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;100;4;4°;Intera proprietà;800;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80602481/
186;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;40;2;2°;Intera proprietà;400;40;;1930.0;ottimo/ristrutturato;autonomo;;;;;predisposizione impianto;G ;https://www.immobiliare.it/annunci/80581177/
187;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;45;2;2°;Intera proprietà;340;;;;ottimo/ristrutturato;autonomo;;;;;autonomo;D ;https://www.immobiliare.it/annunci/80553081/
188;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;40;1;1°;Intera proprietà;350;;;2003.0;ottimo/ristrutturato;autonomo;;;;;None;C ;https://www.immobiliare.it/annunci/80541099/
189;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;500;50;;1900.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80525457/
190;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;45;3;Piano;Intera proprietà;400;100;;1950.0;ottimo/ristrutturato;autonomo;;;;;None;E ;https://www.immobiliare.it/annunci/80499584/
191;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;50;2;2°;Intera proprietà;450;99;;1930.0;ottimo/ristrutturato;autonomo;;;;;None;F ;https://www.immobiliare.it/annunci/80484963/
192;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;80;3;3°;Intera proprietà;460;50;;1957.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80476781/
193;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;80;3;1°;Intera proprietà;500;50;;1971.0;buono/abitabile;centralizzato;;;;;None;E ;https://www.immobiliare.it/annunci/80477375/
194;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;65;3;2°;Intera proprietà;590;110;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80443487/
195;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;75;3;3°;Intera proprietà;700;70;;1960.0;ottimo/ristrutturato;centralizzato;;;;;None;D ;https://www.immobiliare.it/annunci/80454959/
196;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;70;3;4°;Intera proprietà;450;50;;1940.0;buono/abitabile;autonomo;;;;;None;D ;https://www.immobiliare.it/annunci/80421167/
197;Affitto;barriera-di-milano;Parziale proprietà, classe immobile media;65;2;4°;Intera proprietà;400;30;;1960.0;buono/abitabile;centralizzato;;;;;None;;https://www.immobiliare.it/annunci/80419081/
