;riferimento e data annuncio;contratto;tipologia;superficie;locali;piano;totale piani edificio;disponibilità;tipo proprietà;altre caratteristiche;prezzo;spese condominio;informazioni catastali;anno di costruzione;stato;riscaldamento;classe energetica;immobile garantito;climatizzazione;spese aggiuntive;certificazione energetica;prestazione energetica del fabbricato;posti auto;indice prest. energetica rinnovabile;zona;links
0;Via Aosta, Dory - 01/06/2020;Affitto;Appartamento;45 m²;1 camera da letto, 1 bagno, cucina angolo cottura;4° stabile, con ascensore;4 piani;;Intera proprietà, classe immobile signorile;Impianto tv centralizzato;€ 450/mese;€ 110/mese;Classe A/3, rendita € 1;1960;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;A2 25,00 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo;;;;;;aurora;https://www.immobiliare.it/annunci/80510985/
0;78 - 09/06/2020;Affitto;Appartamento;32 m²;1 camera da letto, 1 bagno, cucina angolo cottura;2° stabile;5 piani;;Intera proprietà, classe immobile media;Cancello elettrico;€ 400/mese;€ 50/mese;Classe A/3, rendita € 213;1870;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a pompa di calore;G ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, caldo;;;;;;aurora;https://www.immobiliare.it/annunci/80492792/
0;ldagr77;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;6 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 420/mese;€ 30/mese;Classe A/2;1900;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;D 253,39 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80498424/
0;10000 - 25/05/2020;Affitto;Appartamento;45 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;Piano terra, con accesso disabili;4 piani;Libero;Intera proprietà, classe immobile signorile;Impianto tv centralizzato;€ 400/mese;€ 100/mese;Classe A/3, rendita € 1;1950;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;E ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80499584/
0;EK-80498540 - 22/05/2020;Affitto;Appartamento;70 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;1° stabile;3 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 550/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;aurora;https://www.immobiliare.it/annunci/80498540/
0;TORINO trilocale arredato - 22/05/2020;Affitto;Appartamento;80 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;3° stabile, con ascensore;8 piani;Libero;Intera proprietà, classe immobile media;Esposizione esterna;€ 460/mese;€ 50/mese;Classe A/3, rendita € 692;1957;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;E 237,75 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;aurora;https://www.immobiliare.it/annunci/80476781/
0;EK-80463775 - 04/06/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 600/mese;;Classe A/3, rendita € 519;1940;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;E ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;aurora;https://www.immobiliare.it/annunci/80463775/
0;1024-16 - 04/06/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;4° stabile, con ascensore;4 piani;;Intera proprietà, classe immobile media;Esposizione esterna;€ 500/mese;€ 65/mese;Classe A/3;1950;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;G 283,71 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80472821/
0;40306325 - 20/05/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;5 piani;Libero;Intera proprietà;Balcone;€ 500/mese;;;1950;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;E 124,58 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80446055/
0;40306309 - 20/05/2020;Affitto;Appartamento;35 m²;1 locale, 1 bagno;Piano rialzato, con ascensore;6 piani;Libero;Intera proprietà, classe immobile economica;Arredato;€ 250/mese;;;1960;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F 124,32 kWh/m²anno;;Centralizzato;;;;;;aurora;https://www.immobiliare.it/annunci/80441313/
0;40306144 - 29/05/2020;Affitto;Mansarda;25 m²;1 camera da letto, 1 bagno, cucina semi abitabile;4° stabile;4 piani;Libero;Intera proprietà, classe immobile media;Mansarda;€ 350/mese;€ 20/mese;Classe A/4, rendita € 139;1930;Buono / Abitabile;Autonomo, ad aria, alimentato a metano;G 396,31 kWh/m²anno;;Autonomo, freddo/caldo;;;;1 all'esterno;;aurora;https://www.immobiliare.it/annunci/80417765/
0;bre7;Affitto;Appartamento;35 m²;1 locale, 1 bagno, cucina abitabile;Piano terra;;Libero;Intera proprietà;Esposizione interna;€ 330/mese;€ 20/mese;Classe A/2;1900;Ottimo / Ristrutturato;Autonomo, a radiatori;D 320,00 kWh/m²anno;;Autonomo, freddo;;;;;;aurora;https://www.immobiliare.it/annunci/80425607/
0;83920 - 19/05/2020;Affitto;Appartamento;150 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina a vista;4° stabile, con ascensore, con accesso disabili;6 piani;Libero;Intera proprietà, immobile di lusso;Cancello elettrico;€ 2.500/mese;€ 230/mese;Classe A/2, rendita € 1.534;2010;Ottimo / Ristrutturato;Centralizzato, a pavimento, alimentato a metano;A+ 45,40 kWh/m²anno;;Centralizzato, freddo/caldo;;;;2 in garage/box;;aurora;https://www.immobiliare.it/annunci/80417255/
0;EK-79015327 - 20/05/2020;Affitto;Open space;30 m²;1 camera da letto, 1 bagno;3° stabile;;Libero;Intera proprietà;Balcone;€ 350/mese;€ 30/mese;;;Buono / Abitabile;Autonomo;D 150,00 kWh/m²anno;;;€ 20/mese;;;;;aurora;https://www.immobiliare.it/annunci/79015327/
0;EK-80381413 - 18/05/2020;Affitto;Appartamento;30 m²;1 camera da letto, 1 bagno, cucina abitabile;4° stabile;4 piani;Libero;Intera proprietà;Balcone;€ 300/mese;€ 10/mese;;;Buono / Abitabile;Autonomo;F 10,00 kWh/m²anno;;;€ 10/mese;;;;;aurora;https://www.immobiliare.it/annunci/80381413/
0;EK-80394465 - 18/05/2020;Affitto;Appartamento;41 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 300/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;aurora;https://www.immobiliare.it/annunci/80394465/
0;EK-80393521 - 19/05/2020;Affitto;Appartamento;45 m²;2 locali;1° stabile;;;;;€ 450/mese;€ 60/mese;;;;Autonomo, a radiatori;;;;;Esente;;;;aurora;https://www.immobiliare.it/annunci/80393521/
0;120424 - 05/06/2020;Affitto;Appartamento;60 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile;5 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 800/mese;€ 50/mese;;1938;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;E ;;;;;;;;aurora;https://www.immobiliare.it/annunci/80384723/
0;168 -(659515) - 09/06/2020;Affitto;Appartamento;16 m²;1 locale, 1 bagno, cucina angolo cottura;Piano rialzato;3 piani;Libero;Intera proprietà, classe immobile media;Esposizione interna;€ 350/mese;€ 120/mese;Classe A/3, rendita € 155;;Ottimo / Ristrutturato;Autonomo, ad aria, alimentato a pompa di calore;G ≥ 3,51 kWh/m²anno;;Autonomo, freddo/caldo;;;invernale;;≥ 3,51 kWh/m²anno;aurora;https://www.immobiliare.it/annunci/80372977/
0;MC;Affitto;Appartamento;72 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;3° stabile;4 piani;Libero;Intera proprietà, classe immobile media;Cancello elettrico;€ 450/mese;;Classe A/3;1960;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;F 175,00 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;aurora;https://www.immobiliare.it/annunci/80368163/
0;bca - 15/05/2020;Affitto;Appartamento;90 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;6° stabile, con ascensore, con accesso disabili;9 piani;Libero;Intera proprietà;Fibra ottica;€ 690/mese;€ 108/mese;Classe A/2;2001;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;D 114,34 kWh/m²anno;;Autonomo;;;;;;aurora;https://www.immobiliare.it/annunci/80354819/
0;EK-80336965 - 14/05/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile;4 piani;Libero;Intera proprietà, classe immobile media;Esposizione interna;€ 400/mese;€ 50/mese;;1920;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;G ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;aurora;https://www.immobiliare.it/annunci/80336965/
0;EK-80335359 - 14/05/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;2 piani;Libero;Intera proprietà, classe immobile economica;Cancello elettrico;€ 380/mese;€ 35/mese;Classe A/3;1940;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;;;;;In attesa di certificazione;;;;aurora;https://www.immobiliare.it/annunci/80335359/
0;EK-80338647 - 14/05/2020;Affitto;Appartamento;26 m²;1 camera da letto, 1 bagno, cucina angolo cottura;3° stabile, con ascensore, con accesso disabili;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 300/mese;€ 26/mese;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;aurora;https://www.immobiliare.it/annunci/80338647/
0;EK-80310153 - 13/05/2020;Affitto;Mansarda;49 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;da interrato a 2°, con ascensore, con accesso disabili;2 piani;Libero;Classe immobile signorile;Cancello elettrico;€ 500/mese;€ 65/mese;;2013;Ottimo / Ristrutturato;Autonomo, alimentato a gas;C 132,00 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80310153/
0;866 - 12/05/2020;Affitto;Appartamento;40 m²;1 locale, 1 bagno, cucina angolo cottura;2° stabile, con ascensore;2 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 550/mese;€ 100/mese;Classe A/2, rendita € 306;2018;Ottimo / Ristrutturato;Centralizzato, a pavimento, alimentato a metano;B ≥ 3,51 kWh/m²anno;;Centralizzato, freddo;;;;;;aurora;https://www.immobiliare.it/annunci/80290569/
0;EK-66863771 - 18/05/2020;Affitto;Appartamento;72 m²;4 (3 camere da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;;Libero;;Balcone;€ 890/mese;€ 100/mese;;;Ottimo / Ristrutturato;Autonomo;;;;;In attesa di certificazione;;;;aurora;https://www.immobiliare.it/annunci/66863771/
0;A55 - 11/05/2020;Affitto;Appartamento;65 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Balcone;€ 600/mese;€ 50/mese;;1970;Ottimo / Ristrutturato;Centralizzato;G ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80272857/
0;EK-80244551 - 11/05/2020;Affitto;Appartamento;35 m²;1 camera da letto, 1 bagno;1° stabile;;Libero;;Arredato;€ 400/mese;;;;;Autonomo;D ;;;;;;;;aurora;https://www.immobiliare.it/annunci/80244551/
0;EK-80238087 - 11/05/2020;Affitto;Appartamento;70 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile;4 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 300/mese;;Classe A/5, rendita € 341;1940;Buono / Abitabile;Autonomo, a radiatori, alimentato a gas;;;;;In attesa di certificazione;;;;aurora;https://www.immobiliare.it/annunci/80238087/
0;corso xi febbraio - 08/05/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;7 piani;Libero;Intera proprietà, classe immobile signorile;Porta blindata;€ 490/mese;;Classe A/3;2010;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;D 120,00 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo/caldo;;;;;;aurora;https://www.immobiliare.it/annunci/80216263/
0;EK-80220653 - 26/05/2020;Affitto;Appartamento;18 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina a vista;7° stabile, con ascensore;7 piani;;Parziale proprietà, classe immobile media;Porta blindata;€ 300/mese;€ 70/mese;Classe A/3, rendita € 692;1940;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;D ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;;;;invernale;;;aurora;https://www.immobiliare.it/annunci/80220653/
0;EK-80202969 - 09/06/2020;Affitto;Appartamento;53 m²;2 camere da letto, 1 bagno, cucina angolo cottura;6° stabile, con ascensore;7 piani;Libero;Intera proprietà, classe immobile media;Porta blindata;€ 500/mese;€ 50/mese;Classe A/3, rendita € 442;1950;Nuovo / In costruzione;Centralizzato, a radiatori, alimentato a gas;F ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80202969/
0;SELVA - LUNGODORA FIRENZE;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore;8 piani;Libero;Classe immobile media;Fibra ottica;€ 450/mese;€ 60/mese;Classe A/3;;Ottimo / Ristrutturato;Centralizzato, a radiatori;E 175,00 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80155513/
0;aosta 6 - 05/05/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;3 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 370/mese;€ 50/mese;;1978;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;E ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80150195/
0;EK-80105369 - 04/05/2020;Affitto;Appartamento;106 m²;3 camere da letto, 1 bagno, cucina abitabile;3° stabile;3 piani;Libero;Intera proprietà;Balcone;€ 300/mese;€ 30/mese;;;Ottimo / Ristrutturato;Autonomo;E 144,00 kWh/m²anno;;;€ 30/mese;;;;;aurora;https://www.immobiliare.it/annunci/80105369/
0;EK-80132845 - 07/05/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;4 piani;Libero;Intera proprietà;Balcone;€ 557/mese;€ 50/mese;;;Ottimo / Ristrutturato;Autonomo;G 388,00 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80132845/
0;EK-80103841 - 04/05/2020;Affitto;Mansarda;25 m²;1 camera da letto, 1 bagno;4° stabile;4 piani;Libero;Intera proprietà;Arredato;€ 300/mese;€ 30/mese;;;Ottimo / Ristrutturato;Autonomo;;;;;In attesa di certificazione;;;;aurora;https://www.immobiliare.it/annunci/80103841/
0;EK-80112549 - 13/05/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;Piano rialzato;1 piano;Libero;Classe immobile media;Porta blindata;€ 400/mese;;;1950;Buono / Abitabile;Centralizzato, a radiatori;B 175,00 kWh/m²anno;;;;;;1 all'esterno;;aurora;https://www.immobiliare.it/annunci/80112549/
0;EK-80100837 - 20/05/2020;Affitto;Appartamento;70 m²;3 camere da letto, 1 bagno, cucina abitabile;3° stabile;;Libero;Intera proprietà;Balcone;€ 400/mese;€ 100/mese;;;Buono / Abitabile;Centralizzato;D ;;;€ 100/mese;;;;;aurora;https://www.immobiliare.it/annunci/80100837/
0;EK-80041235 - 29/05/2020;Affitto;Appartamento;65 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;7° stabile, con ascensore;7 piani;Libero;Parziale proprietà;Balcone;€ 600/mese;;;;Buono / Abitabile;Autonomo;;;;€ 50/mese;Non classificabile;;;;aurora;https://www.immobiliare.it/annunci/80041235/
0;reg125;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;Su più livelli, con ascensore;5 piani;Libero;Intera proprietà, classe immobile economica;Mansarda;€ 420/mese;€ 100/mese;Classe A/2;1900;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;E 320,00 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80027105/
0;EK-80026989 - 08/05/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile, con ascensore;5 piani;;Intera proprietà, classe immobile media;Porta blindata;€ 500/mese;€ 50/mese;;;Ottimo / Ristrutturato;Centralizzato;G ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/80026989/
0;EK-79972813 - 03/06/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;da 2° a 3°, con ascensore, con accesso disabili;4 piani;Libero;Intera proprietà, classe immobile signorile;Mansarda;€ 450/mese;€ 50/mese;Classe A/2, rendita € 420;1920;Ottimo / Ristrutturato;Autonomo, a pavimento, alimentato a metano;D ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/79972813/
0;A0255 -(553781) - 07/04/2020;Affitto;Appartamento;75 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore;4 piani;;Intera proprietà;Balcone;€ 490/mese;€ 80/mese;;;Buono / Abitabile;Centralizzato;C 125,75 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/79903731/
0;F76 -(643171) - 09/05/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;6° stabile, con ascensore;;Libero;Intera proprietà;Balcone;€ 350/mese;€ 110/mese;;;Buono / Abitabile;Autonomo;G ;;;;;;;;aurora;https://www.immobiliare.it/annunci/79829489/
0;A0628 -(691562) - 02/05/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;4° stabile, con ascensore;5 piani;Libero;Intera proprietà;Porta blindata;€ 480/mese;€ 50/mese;;;Ottimo / Ristrutturato;Centralizzato;D ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/79822951/
0;EK-79669745 - 10/03/2020;Affitto;Appartamento;22 m²;1 camera da letto, 1 bagno, cucina angolo cottura;2° stabile;3 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 350/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo;;;;;;aurora;https://www.immobiliare.it/annunci/79669745/
0;EK-79620679 - 08/06/2020;Affitto;Attico;45 m²;2 (1 camera da letto, 1 altro), 1 bagno;7° stabile, con ascensore;7 piani;Libero;Intera proprietà;Balcone;€ 400/mese;€ 70/mese;;;Buono / Abitabile;Centralizzato;F 194.166,00 kWh/m²anno;;;€ 117/mese;;;;;aurora;https://www.immobiliare.it/annunci/79620679/
0;20088 - 09/03/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 400/mese;;;;Ottimo / Ristrutturato;Centralizzato;A+ ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/79657063/
0;510 -(685028) - 06/03/2020;Affitto;Appartamento;27 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;1° stabile;1 piano;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 430/mese;€ 20/mese;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;E ≥ 3,51 kWh/m²anno;;;;;invernale;;≥ 3,51 kWh/m²anno;aurora;https://www.immobiliare.it/annunci/79602719/
0;12133 - 06/03/2020;Affitto;Appartamento;30 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 330/mese;€ 30/mese;;;Ottimo / Ristrutturato;Autonomo;A+ ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/79608977/
0;5323 - 06/03/2020;Affitto;Appartamento;30 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 370/mese;;;;Ottimo / Ristrutturato;Autonomo;A ≥ 175 kWh/m²anno;;;;;;;;aurora;https://www.immobiliare.it/annunci/79610923/
0;feb700 (5531482) - 09/06/2020;Affitto;Appartamento;76 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;8° stabile, con ascensore, con accesso disabili;9 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 700/mese;€ 83/mese;Classe A/3, rendita € 779;1960;Buono / Abitabile;Centralizzato, ad aria;G 292,28 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;aurora;https://www.immobiliare.it/annunci/79590487/
0;EK-79518049 - 15/05/2020;Affitto;Appartamento;65 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 420/mese;€ 85/mese;Classe A/4, rendita € 606;1940;Ottimo / Ristrutturato;Centralizzato, a pavimento, alimentato a gas;;;;;In attesa di certificazione;;;;aurora;https://www.immobiliare.it/annunci/79518049/
0;EK-79466917 - 02/03/2020;Affitto;Mansarda;71 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;4° stabile, con ascensore, con accesso disabili;4 piani;Libero;Intera proprietà, classe immobile media;Mansarda;€ 600/mese;€ 60/mese;Classe A/4, rendita € 279;1940;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;G ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;aurora;https://www.immobiliare.it/annunci/79466917/
