,Anno di costruzione,Aria Condizionata,Arredamento,Ascensore,Bagni,Balcone,Box,Cantina,Condizioni,Giardino,Locali,MQ Box,MQ Giardino,Metri quadri,Piano,Piscina,Portineria,Prezzo,Riscaldamento,Soffitta,Spese condominiali,Stato al rogito,Terrazzo,Distretto
3145,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,€ 1.000 al mese,0,0,0,0,0,san-donato
3146,2012,autonoma,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,66,3 di 3 piani,0,0,€ 680 al mese,centralizzato cont. ind.,0,€ 60/mese,0,0,san-donato
3147,0,0,0,0,1,0,0,0,nuovo,0,1,0,0,20,4 di 4 piani,0,0,€ 320 al mese,autonomo,0,0,0,0,san-donato
3148,0,0,0,0,0,Sì,0,0,nuovo,0,0,0,0,25,1,0,0,€ 330 al mese,0,0,0,0,0,san-donato
3149,1960,assente,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,25,4 di 4 piani,0,0,€ 330 al mese,autonomo,0,0,libero,0,san-donato
3150,2006,assente,completamente arredato,Sì,2,Sì,0,Sì,nuovo,0,5,0,0,97,7 di 9 piani,0,0,€ 800 al mese,autonomo,0,€ 120/mese,0,0,san-donato
3151,1960,assente,non arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,65,su più livelli di 4 piani,0,0,€ 550 al mese,centralizzato,0,€ 90/mese,libero,0,san-donato
3152,1960,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,50,piano terra di 5 piani,0,0,€ 450 al mese,centralizzato cont. ind.,0,€ 20/mese,0,0,san-donato
3153,0,assente,parzialmente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,60,5 di 6 piani,0,0,€ 600 al mese,centralizzato,0,€ 65/mese,0,Sì,san-donato
3154,1970,autonoma,completamente arredato,0,1,Sì,0,0,abitabile,0,2,0,0,39,1 di 2 piani,0,0,€ 300 al mese,centralizzato,0,0,0,0,san-donato
3155,0,0,completamente arredato,Sì,2,0,0,Sì,nuovo,0,4,0,0,80,2 di 6 piani,0,0,€ 210 al mese,autonomo,0,€ 40/mese,0,0,san-donato
3156,1967,autonoma,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,61,3 di 3 piani,0,0,€ 675 al mese,autonomo,0,€ 60/mese,0,0,san-donato
3157,1920,assente,completamente arredato,0,1,Sì,0,0,nuovo,0,2,0,0,48,1 di 5 piani,0,0,€ 480 al mese,autonomo,0,€ 50/mese,0,0,san-donato
3158,1965,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,65,1 di 7 piani,0,0,€ 450 al mese,centralizzato cont. ind.,0,€ 60/mese,0,0,san-donato
3159,0,0,0,Sì,1,Sì,1,0,nuovo,0,5,0,0,90,3,0,0,€ 750 al mese,centralizzato,0,0,libero,0,san-donato
3160,0,0,completamente arredato,0,1,Sì,0,Sì,abitabile,privato,2,0,0,35,piano rialzato,0,0,€ 370 al mese,autonomo,0,€ 30/mese,0,0,san-paolo
3161,0,assente,non arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,65,5 di 5 piani,0,0,€ 335 al mese,centralizzato,0,€ 60/mese,0,0,san-paolo
3162,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,5,0,0,110,4 di 7 piani,0,0,€ 890 al mese,centralizzato,0,€ 90/mese,0,0,san-paolo
3163,1950,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,75,2 di 2 piani,0,0,€ 438 al mese,autonomo,0,€ 50/mese,libero,0,san-paolo
3164,1960,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,40,6 di 6 piani,0,0,€ 400 al mese,centralizzato,0,0,0,0,san-paolo
3165,1920,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,60,1 di 3 piani,0,0,€ 480 al mese,centralizzato,0,€ 60/mese,0,0,san-paolo
3166,1945,assente,completamente arredato,Sì,1,0,0,0,ristrutturato,0,3,0,0,60,1 di 7 piani,0,0,€ 490 al mese,centralizzato cont. ind.,0,€ 60/mese,0,0,san-paolo
3167,1920,0,completamente arredato,0,1,Sì,0,0,ristrutturato,comune,3,0,0,80,piano rialzato di 5 piani,0,0,€ 700 al mese,autonomo,0,€ 90/mese,0,0,san-paolo
3168,1950,autonoma,0,0,1,0,0,0,abitabile,0,2,0,0,48,3 di 4 piani,0,0,€ 390 al mese,centralizzato,0,€ 30/mese,0,0,san-paolo
3169,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,40,4,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3170,0,0,parzialmente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,80,3,0,0,€ 400 al mese,0,0,0,0,0,san-paolo
3171,1930,0,completamente arredato,0,1,Sì,0,0,0,0,3,0,0,75,4 di 5 piani,0,0,€ 550 al mese,autonomo,0,€ 40/mese,0,0,san-paolo
3172,2006,assente,completamente arredato,Sì,1,Sì,0,0,nuovo,0,2,0,0,45,3 di 5 piani,0,0,€ 490 al mese,autonomo,0,€ 60/mese,0,0,san-paolo
3173,2009,assente,completamente arredato,Sì,1,Sì,0,0,nuovo,0,2,0,0,55,4 di 5 piani,0,0,€ 550 al mese,autonomo,0,€ 60/mese,0,0,san-paolo
3174,1920,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,70,2 di 3 piani,0,0,€ 600 al mese,autonomo,0,€ 75/mese,libero,0,san-paolo
3175,1930,assente,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,60,4 di 4 piani,0,0,€ 700 al mese,centralizzato,0,0,libero,0,san-paolo
3176,1013,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,15,piano rialzato di 5 piani,0,0,€ 320 al mese,autonomo,0,0,0,0,san-paolo
3177,1920,assente,completamente arredato,0,1,Sì,0,0,nuovo,0,2,0,0,48,1 di 5 piani,0,0,€ 480 al mese,autonomo,0,€ 50/mese,0,0,san-paolo
3178,1965,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,65,1 di 7 piani,0,0,€ 450 al mese,centralizzato cont. ind.,0,€ 60/mese,0,0,san-paolo
3179,0,0,0,Sì,1,Sì,1,0,nuovo,0,5,0,0,90,3,0,0,€ 750 al mese,centralizzato,0,0,libero,0,san-paolo
3180,0,0,completamente arredato,0,1,Sì,0,Sì,abitabile,privato,2,0,0,35,piano rialzato,0,0,€ 370 al mese,autonomo,0,€ 30/mese,0,0,san-paolo
3181,0,assente,non arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,65,5 di 5 piani,0,0,€ 335 al mese,centralizzato,0,€ 60/mese,0,0,san-paolo
3182,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,5,0,0,110,4 di 7 piani,0,0,€ 890 al mese,centralizzato,0,€ 90/mese,0,0,san-paolo
3183,1950,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,75,2 di 2 piani,0,0,€ 438 al mese,autonomo,0,€ 50/mese,libero,0,san-paolo
3184,1960,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,40,6 di 6 piani,0,0,€ 400 al mese,centralizzato,0,0,0,0,san-paolo
3185,1920,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,60,1 di 3 piani,0,0,€ 480 al mese,centralizzato,0,€ 60/mese,0,0,san-paolo
3186,1945,assente,completamente arredato,Sì,1,0,0,0,ristrutturato,0,3,0,0,60,1 di 7 piani,0,0,€ 490 al mese,centralizzato cont. ind.,0,€ 60/mese,0,0,san-paolo
3187,1920,0,completamente arredato,0,1,Sì,0,0,ristrutturato,comune,3,0,0,80,piano rialzato di 5 piani,0,0,€ 700 al mese,autonomo,0,€ 90/mese,0,0,san-paolo
3188,1950,autonoma,0,0,1,0,0,0,abitabile,0,2,0,0,48,3 di 4 piani,0,0,€ 390 al mese,centralizzato,0,€ 30/mese,0,0,san-paolo
3189,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,40,4,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3190,0,0,parzialmente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,80,3,0,0,€ 400 al mese,0,0,0,0,0,san-paolo
3191,1930,0,completamente arredato,0,1,Sì,0,0,0,0,3,0,0,75,4 di 5 piani,0,0,€ 550 al mese,autonomo,0,€ 40/mese,0,0,san-paolo
3192,2006,assente,completamente arredato,Sì,1,Sì,0,0,nuovo,0,2,0,0,45,3 di 5 piani,0,0,€ 490 al mese,autonomo,0,€ 60/mese,0,0,san-paolo
3193,2009,assente,completamente arredato,Sì,1,Sì,0,0,nuovo,0,2,0,0,55,4 di 5 piani,0,0,€ 550 al mese,autonomo,0,€ 60/mese,0,0,san-paolo
3194,1920,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,70,2 di 3 piani,0,0,€ 600 al mese,autonomo,0,€ 75/mese,libero,0,san-paolo
3195,1930,assente,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,60,4 di 4 piani,0,0,€ 700 al mese,centralizzato,0,0,libero,0,san-paolo
3196,1013,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,15,piano rialzato di 5 piani,0,0,€ 320 al mese,autonomo,0,0,0,0,san-paolo
3197,0,0,0,0,1,0,0,0,0,0,2,0,0,65,0,0,0,€ 500 al mese,0,0,0,0,0,san-paolo
3198,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,45,5,0,0,€ 400 al mese,centralizzato,0,0,0,0,san-paolo
3199,1950,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,70,ultimo di 5 piani,0,0,€ 500 al mese,centralizzato,0,0,libero,0,san-paolo
3200,1946,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,38,ultimo di 5 piani,0,0,€ 300 al mese,autonomo,0,€ 50/mese,libero,0,san-paolo
3201,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,1,0,0,€ 300 al mese,autonomo,0,0,0,0,san-paolo
3202,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,40,4,0,0,€ 400 al mese,0,0,0,0,0,san-paolo
3203,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,45,1,0,0,€ 280 al mese,autonomo,0,0,0,0,san-paolo
3204,1950,assente,completamente arredato,Sì,1,0,0,0,abitabile,0,2,0,0,48,6 di 6 piani,0,0,€ 400 al mese,centralizzato cont. ind.,0,€ 42/mese,0,0,san-paolo
3205,1960,0,non arredato,Sì,1,Sì,0,Sì,abitabile,0,4,0,0,90,3,0,0,€ 485 al mese,centralizzato,0,€ 90/mese,libero,0,san-paolo
3206,1960,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,75,2,0,0,€ 470 al mese,centralizzato,0,€ 80/mese,0,0,san-paolo
3207,0,0,completamente arredato,0,1,0,0,Sì,da ristrutturare,0,3,0,0,70,2,0,0,€ 540 al mese,centralizzato,0,€ 50/mese,0,0,san-paolo
3208,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,45,4,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3209,0,0,0,0,1,0,0,0,0,0,1,0,0,40,0,0,0,€ 400 al mese,0,0,0,0,0,san-paolo
3210,0,0,0,0,1,0,0,0,0,0,2,0,0,70,0,0,0,€ 700 al mese,0,0,0,0,0,san-paolo
3211,0,0,0,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,40,0,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3212,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,50,3,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3213,1960,autonoma,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,75,4 di 6 piani,0,0,€ 550 al mese,centralizzato,0,€ 90/mese,0,0,san-paolo
3214,1930,0,completamente arredato,0,1,Sì,0,0,0,0,3,0,0,75,4 di 5 piani,0,0,€ 550 al mese,autonomo,0,€ 40/mese,0,0,san-paolo
3215,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,35,5,0,0,€ 430 al mese,0,0,0,0,0,san-paolo
3216,0,0,completamente arredato,0,1,0,0,0,nuovo,0,2,0,0,60,0,0,0,€ 350 al mese,autonomo,0,0,0,0,san-paolo
3217,1940,assente,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,60,1 di 3 piani,0,0,€ 550 al mese,autonomo,0,€ 50/mese,affittato,Sì,san-paolo
3218,1960,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,65,4 di 6 piani,0,0,€ 500 al mese,centralizzato,0,0,libero,0,san-paolo
3219,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,piano terra,0,0,€ 300 al mese,0,0,0,0,0,san-paolo
3220,1940,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,45,piano rialzato di 3 piani,0,0,€ 350 al mese,autonomo,0,€ 50/mese,libero,0,san-paolo
3221,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,55,3,0,0,€ 330 al mese,autonomo,0,0,0,0,san-paolo
3222,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,40,5,0,0,€ 380 al mese,autonomo,0,0,0,0,san-paolo
3223,0,assente,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,30,piano rialzato,0,0,€ 270 al mese,centralizzato cont. ind.,0,0,0,0,san-paolo
3224,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,3,0,0,40,5,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3225,1954,assente,non arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,45,piano terra di 5 piani,0,0,€ 380 al mese,centralizzato cont. ind.,0,€ 35/mese,0,0,san-paolo
3226,0,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,80,1,0,0,€ 680 al mese,autonomo,0,0,0,0,san-paolo
3227,0,0,completamente arredato,Sì,1,0,0,0,nuovo,0,2,0,0,55,0,0,0,€ 350 al mese,autonomo,0,0,0,0,san-paolo
3228,0,assente,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,40,0,0,0,€ 570 al mese,centralizzato,0,0,0,0,san-paolo
3229,0,assente,completamente arredato,0,1,Sì,0,0,0,0,2,0,0,45,2 di 4 piani,0,0,€ 350 al mese,autonomo,0,€ 30/mese,0,0,san-paolo
3230,1940,assente,non arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,75,0,0,0,€ 430 al mese,centralizzato,0,€ 50/mese,0,0,san-paolo
3231,0,assente,parzialmente arredato,0,1,0,0,0,abitabile,0,2,0,0,70,2 di 2 piani,0,0,€ 480 al mese,autonomo,0,€ 50/mese,0,0,san-paolo
3232,0,0,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,40,1 di 2 piani,0,0,€ 450 al mese,autonomo,0,€ 50/mese,0,0,san-paolo
3233,1013,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,15,piano rialzato di 5 piani,0,0,€ 320 al mese,autonomo,0,0,0,0,san-paolo
3234,1950,assente,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,28,1 di 5 piani,0,0,€ 350 al mese,autonomo,0,€ 30/mese,0,0,san-paolo
3235,1950,assente,completamente arredato,0,1,Sì,0,0,abitabile,0,1,0,0,25,1 di 5 piani,0,0,€ 340 al mese,autonomo,0,€ 30/mese,0,0,san-paolo
3236,0,0,0,0,2,0,0,0,0,0,4,0,0,130,0,0,0,€ 750 al mese,0,0,0,0,0,san-paolo
3237,0,0,0,Sì,2,Sì,0,Sì,0,0,5,0,0,130,7 di 9 piani,0,0,€ 750 al mese,centralizzato,0,€ 80/mese,0,0,san-paolo
3238,0,assente,non arredato,Sì,2,Sì,0,Sì,nuovo,0,5,0,0,130,7,0,0,€ 750 al mese,centralizzato,0,0,0,0,san-paolo
3239,1950,0,completamente arredato,0,1,0,0,Sì,ristrutturato,0,2,0,0,40,piano rialzato di 4 piani,0,0,€ 380 al mese,autonomo,0,€ 50/mese,0,0,san-paolo
3240,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,45,5,0,0,€ 500 al mese,autonomo,0,0,0,0,san-paolo
3241,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,4,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3242,0,assente,completamente arredato,Sì,1,0,0,0,abitabile,0,2,0,0,45,5,0,0,€ 500 al mese,autonomo,0,0,0,Sì,san-paolo
3243,0,assente,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,35,piano terra,0,0,€ 650 al mese,autonomo,0,0,0,0,san-paolo
3244,2006,assente,completamente arredato,Sì,1,Sì,0,0,nuovo,0,2,0,0,45,3 di 5 piani,0,0,€ 490 al mese,autonomo,0,€ 60/mese,0,0,san-paolo
3245,2009,assente,completamente arredato,Sì,1,Sì,0,0,nuovo,0,2,0,0,55,4 di 5 piani,0,0,€ 550 al mese,autonomo,0,€ 60/mese,0,0,san-paolo
3246,1957,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,48,5 di 8 piani,0,0,€ 370 al mese,centralizzato,0,€ 60/mese,libero,0,san-paolo
3247,0,0,0,0,0,0,0,Sì,0,0,0,0,0,70,1,0,0,€ 540 al mese,autonomo,0,0,0,0,san-paolo
3248,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,2,0,0,60,1,0,0,€ 600 al mese,centralizzato,0,0,0,0,san-paolo
3249,1950,centralizzata,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,70,1 di 3 piani,0,0,€ 540 al mese,centralizzato cont. ind.,0,€ 80/mese,0,0,san-paolo
3250,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,40,2,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3251,0,assente,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,1,0,0,30,1,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3252,0,0,0,0,1,0,0,0,0,0,3,0,0,70,0,0,0,€ 540 al mese,0,0,0,0,0,san-paolo
3253,1920,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,50,1 di 3 piani,0,0,€ 350 al mese,autonomo,0,€ 50/mese,libero,0,san-paolo
3254,1930,assente,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,60,4 di 4 piani,0,0,€ 700 al mese,centralizzato,0,0,libero,0,san-paolo
3255,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,3,0,0,100,2 di 3 piani,0,0,€ 700 al mese,autonomo,0,€ 10/mese,libero,0,san-paolo
3256,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,70,1,0,0,€ 710 al mese,centralizzato cont. ind.,0,0,0,0,san-paolo
3257,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,60,4 di 5 piani,0,0,€ 570 al mese,autonomo,0,€ 10/mese,libero,0,san-paolo
3258,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,4,0,0,120,3 di 4 piani,0,0,€ 800 al mese,autonomo,0,€ 10/mese,libero,0,san-paolo
3259,1960,0,completamente arredato,Sì,2,Sì,0,0,ristrutturato,0,3,0,0,85,2 di 9 piani,0,0,€ 530 al mese,centralizzato,0,€ 100/mese,0,0,san-paolo
3260,1950,assente,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,28,1 di 5 piani,0,0,€ 350 al mese,autonomo,0,€ 30/mese,0,0,san-paolo
3261,1950,assente,completamente arredato,0,1,Sì,0,0,abitabile,0,1,0,0,25,1 di 5 piani,0,0,€ 340 al mese,autonomo,0,€ 30/mese,0,0,san-paolo
3262,1950,0,completamente arredato,0,1,0,0,Sì,ristrutturato,0,2,0,0,40,piano rialzato di 4 piani,0,0,€ 380 al mese,autonomo,0,€ 50/mese,0,0,san-paolo
3263,0,0,completamente arredato,0,2,0,0,0,ristrutturato,0,3,0,0,70,piano terra,0,0,€ 680 al mese,autonomo,0,0,0,0,san-paolo
3264,0,autonoma,completamente arredato,0,1,Sì,0,0,abitabile,0,3,0,0,75,piano terra,0,0,€ 580 al mese,centralizzato,0,0,0,0,san-paolo
3265,1940,assente,completamente arredato,0,1,Sì,0,Sì,abitabile,0,2,0,0,45,ultimo di 3 piani,0,0,€ 350 al mese,autonomo,0,€ 50/mese,libero,0,san-paolo
3266,0,assente,parzialmente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,4 di 6 piani,0,0,€ 510 al mese,centralizzato,0,€ 90/mese,libero,0,san-paolo
3267,0,0,completamente arredato,0,1,0,0,0,0,0,2,0,0,60,piano terra,0,0,€ 750 al mese,autonomo,0,0,0,Sì,san-paolo
3268,1930,0,completamente arredato,Sì,1,0,0,0,abitabile,0,2,0,0,45,5 di 5 piani,0,0,€ 400 al mese,centralizzato,0,€ 100/mese,0,0,san-paolo
3269,1960,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,80,6 di 6 piani,0,0,€ 620 al mese,centralizzato,0,€ 80/mese,libero,0,san-paolo
3270,0,0,0,0,0,0,0,Sì,0,0,0,0,0,70,1,0,0,€ 540 al mese,autonomo,0,0,0,0,san-paolo
3271,1950,centralizzata,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,70,1 di 3 piani,0,0,€ 540 al mese,centralizzato cont. ind.,0,€ 80/mese,0,0,san-paolo
3272,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,60,piano rialzato,0,0,€ 510 al mese,centralizzato,0,0,libero,0,san-paolo
3273,1965,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,65,1 di 7 piani,0,0,€ 650 al mese,centralizzato cont. ind.,0,€ 80/mese,libero,0,san-paolo
3274,1950,assente,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,54,piano rialzato di 5 piani,0,0,€ 500 al mese,centralizzato cont. ind.,Sì,0,0,0,san-paolo
3275,1970,assente,completamente arredato,0,1,Sì,0,0,abitabile,comune,3,0,0,90,2 di 3 piani,0,0,€ 600 al mese,centralizzato cont. ind.,0,€ 43/mese,libero,0,san-paolo
3276,1960,assente,completamente arredato,Sì,1,Sì,0,0,abitabile,0,1,0,0,28,6 di 7 piani,0,0,€ 380 al mese,centralizzato cont. ind.,0,€ 40/mese,libero,0,san-paolo
3277,0,0,0,0,1,0,0,0,0,0,2,0,0,45,2,0,0,€ 400 al mese,0,0,€ 35/mese,0,0,san-paolo
3278,1950,0,0,Sì,1,Sì,0,0,ristrutturato,0,1,0,0,40,4 di 7 piani,0,0,€ 380 al mese,centralizzato,0,€ 70/mese,0,0,san-paolo
3279,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,3,0,0,100,2 di 3 piani,0,0,€ 700 al mese,autonomo,0,€ 10/mese,libero,0,san-paolo
3280,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,50,3,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3281,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,piano terra,0,0,€ 300 al mese,0,0,0,0,0,san-paolo
3282,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,55,3,0,0,€ 330 al mese,autonomo,0,0,0,0,san-paolo
3283,0,0,completamente arredato,Sì,0,Sì,0,0,abitabile,0,0,0,0,50,5 di 8 piani,0,0,€ 580 al mese,centralizzato cont. ind.,0,0,0,0,san-paolo
3284,0,0,completamente arredato,Sì,1,0,0,0,nuovo,0,2,0,0,55,0,0,0,€ 350 al mese,autonomo,0,0,0,0,san-paolo
3285,0,0,completamente arredato,0,1,0,0,0,nuovo,0,2,0,0,60,0,0,0,€ 350 al mese,autonomo,0,0,0,0,san-paolo
3286,0,0,completamente arredato,Sì,1,0,0,0,nuovo,0,2,0,0,50,0,0,0,€ 350 al mese,0,0,0,0,0,san-paolo
3287,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,65,4,0,0,€ 430 al mese,autonomo,0,0,0,0,san-paolo
3288,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,60,2,0,0,€ 370 al mese,centralizzato,0,0,0,0,san-paolo
3289,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,80,2,0,0,€ 450 al mese,centralizzato cont. ind.,0,0,0,0,san-paolo
3290,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,90,2,0,0,€ 500 al mese,centralizzato,0,0,0,0,san-paolo
3291,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,1,0,0,€ 300 al mese,autonomo,0,0,0,0,san-paolo
3292,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,85,2,0,0,€ 500 al mese,autonomo,0,0,0,0,san-paolo
3293,0,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,2,0,0,60,4,0,0,€ 320 al mese,centralizzato,0,0,0,0,san-paolo
3294,0,0,parzialmente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,75,2,0,0,€ 390 al mese,autonomo,0,0,0,0,san-paolo
3295,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,55,4,0,0,€ 400 al mese,autonomo,0,0,0,0,san-paolo
3296,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,45,5,0,0,€ 500 al mese,autonomo,0,0,0,0,san-paolo
3297,0,0,0,Sì,2,Sì,0,Sì,0,0,5,0,0,130,7 di 9 piani,0,0,€ 750 al mese,centralizzato,0,€ 80/mese,0,0,san-paolo
3298,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,45,1,0,0,€ 280 al mese,autonomo,0,0,0,0,san-paolo
3299,0,0,0,0,1,0,0,0,0,0,4,0,0,95,0,0,0,€ 1.080 al mese,0,0,0,0,0,san-paolo
3300,0,0,0,0,1,0,0,0,0,0,1,0,0,25,0,0,0,€ 300 al mese,0,0,0,0,0,san-paolo
3301,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,45,2,0,0,€ 470 al mese,centralizzato,0,0,libero,0,san-paolo
3302,0,0,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,45,piano terra,0,0,€ 380 al mese,autonomo,0,0,libero,0,san-paolo
3303,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,80,3,0,0,€ 530 al mese,centralizzato,0,0,libero,0,san-paolo
3304,0,0,0,0,1,0,0,0,0,0,2,0,0,45,0,0,0,€ 480 al mese,0,0,0,0,0,san-paolo
3305,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,4,0,0,90,4,0,0,€ 1.080 al mese,centralizzato,0,0,libero,0,san-paolo
3306,0,0,0,0,1,0,0,0,0,0,2,0,0,55,0,0,0,€ 550 al mese,0,0,0,0,0,san-paolo
3307,0,0,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,40,3,0,0,€ 290 al mese,autonomo,0,0,libero,0,san-paolo
